,108,88,69,49,29
0,0.4143642952347538,0.41571586431942,0.41618016026798876,0.41574310215093746,0.4159953632955119
1,0.41448301679548505,0.4153426768124767,0.41644370222979965,0.41756600148963163,0.41670976798669357
2,0.41553285112952876,0.4162328735463384,0.41661857139529124,0.4162779706740023,0.41603336488224063
3,0.4169394732097812,0.41611651436270214,0.41671744114322795,0.41612216441916694,0.4157418774892472
4,0.4144275203009874,0.41401267297472033,0.417385453365994,0.41571976551997847,0.4165938658410442
5,0.41608645878336603,0.41674507033775054,0.41594705870459925,0.4163221094872521,0.4152572858329965
6,0.4157871383484997,0.41505247602451,0.41623070518265126,0.4167328647266759,0.4161798509113136
7,0.41513835495544416,0.4161830824961229,0.41418099956276333,0.41715538833887966,0.41461209784001796
8,0.41661666294291755,0.41578482957189633,0.4170117280650727,0.41619393241619873,0.4143571312335529
9,0.41753958545999903,0.4157171627226416,0.4173177947542276,0.41678022924233493,0.41468487757091554
