,108,88,69,49,29
0,0.5572646000693122,0.5559565693847781,0.5548349686858892,0.5549479803346347,0.5537195185183721
1,0.5565882133860774,0.5548857408457273,0.5535232131321614,0.5523481427772202,0.5535631138547445
2,0.5548010039406247,0.5529290979535735,0.5536207674187159,0.5548883527743702,0.5565327775197939
3,0.553073191227851,0.553564103750613,0.5536054046692949,0.553503571608324,0.5538624838576818
4,0.5572871869960558,0.5580939420743851,0.5519296700126015,0.5553234573425538,0.5534863421280813
5,0.5549317532868313,0.5529580889664946,0.5541941425189169,0.5544218036503471,0.5566217079289796
6,0.5545090786954102,0.5546868452160361,0.5545257689579622,0.553622586884469,0.5548633978643553
7,0.5555501724471583,0.5532169324039212,0.5582458033210836,0.5529201099528824,0.5577238976886498
8,0.5533649620276907,0.5534256663066833,0.5533311477459596,0.5528716829197481,0.556514222599673
9,0.5524584448423745,0.5543874800255653,0.5524549267722695,0.5534466053617438,0.556450799326713
