,108,88,69,49,29
0,0.3787221683182836,0.379410696778602,0.37929826370873065,0.383895696262688,0.3817492060598112
1,0.37751616187205655,0.37642863981231456,0.3815641971931265,0.38415897513023006,0.38543484641388515
2,0.3776667920031544,0.37844272498247417,0.38019387879443345,0.3836837088100356,0.3839476901730084
3,0.3762260031304549,0.3795883957898085,0.3816251658849654,0.381624820268661,0.38323119544959955
4,0.37611320967986644,0.3766340023455367,0.3796523795908837,0.381459289554468,0.388882322661693
5,0.3767949700028864,0.37513903149621974,0.3797061234010406,0.3836629920290817,0.38587686766735996
6,0.37548523877599554,0.3772194520659503,0.3796995790721604,0.3832422856093663,0.3863906269608703
7,0.3780506072356209,0.38159607052964273,0.3806515724593021,0.38190261117309354,0.38529133910170604
8,0.3755726409084337,0.3761905162201478,0.3817941310622389,0.3839285504750386,0.3880626003223008
9,0.3770061106983221,0.37754476315896474,0.37933685961243746,0.3840548090899163,0.38567384892131185
