,108,88,69,49,29
0,0.7687199604503216,0.7678323964977513,0.7675272604347505,0.7678144990982513,0.7676487238402594
1,0.7686420380674348,0.7680775680676456,0.7673540062400118,0.7666157610167746,0.7671790531957069
2,0.7679526397539127,0.7674926095127801,0.7672390245241498,0.7674629638038107,0.7676237477165296
3,0.7670279771283572,0.767569095803052,0.767174007076295,0.7675653820319571,0.7678153038063454
4,0.7686784639347707,0.7689506998734442,0.7667345730304489,0.7678298331274735,0.767255270211563
5,0.767588850974717,0.7671558369368245,0.7676804703269348,0.767433946957495,0.7681336560516975
6,0.7677855629673913,0.7682681660933746,0.7674940349112684,0.7671638639215238,0.7675274637848541
7,0.7682117674696638,0.7675253395574454,0.7688402502628606,0.7668859436068732,0.7685573073176358
8,0.7672402794817712,0.767787080088726,0.7669804492902881,0.7675182075036868,0.7687246622588292
9,0.7666331455745947,0.767831543354092,0.7667790919075567,0.7671327143158319,0.768509529483073
